,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,Gender,NumberOfDeviceRegistered,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,avg_cashbk_per_order,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_DC,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop,PreferedOrderCat_Mobile,PreferedOrderCat_Others,Churn
1545,0.0,0,1,6.0,1,4,5,1,6,0,0.0,142.98,71.49,0,1,0,0,0,0,0,1,0,0,0
1546,22.0,0,1,24.0,1,3,1,1,2,1,7.0,168.04,168.04,0,0,1,0,0,0,0,1,0,0,0
1547,7.0,0,1,16.0,1,3,3,1,2,1,0.0,138.15,69.075,1,0,0,0,0,0,0,0,1,0,0
1548,13.0,1,1,25.0,1,3,1,1,9,1,7.0,127.41,42.47,1,0,0,0,0,0,0,1,0,0,0
1549,1.0,1,1,35.0,1,3,5,1,8,1,0.0,166.73,166.73,1,0,0,0,0,0,0,1,0,0,1
1550,0.0,1,3,33.0,0,3,1,1,2,0,9.0,176.39,176.39,0,0,0,1,0,1,0,0,0,0,1
1551,0.0,1,1,16.0,1,1,4,1,2,1,2.0,123.28,61.64,0,0,1,0,0,0,0,0,1,0,0
1552,10.0,0,1,24.0,0,3,1,2,2,0,7.0,121.53,121.53,1,0,0,0,0,0,0,0,1,0,0
1553,13.0,0,1,15.0,1,4,1,1,10,0,2.0,148.76,148.76,0,0,1,0,0,0,0,1,0,0,0
1554,19.0,1,1,6.0,1,3,5,1,8,0,3.0,193.96,193.96,1,0,0,0,0,1,0,0,0,0,0
1555,0.0,1,3,10.0,1,5,1,1,2,0,8.0,204.0,22.666666666666668,1,0,0,0,0,1,0,0,0,0,1
1556,3.0,0,1,6.0,1,4,3,2,2,0,8.0,184.74,36.948,0,0,1,0,0,1,0,0,0,0,0
1557,0.0,0,3,26.0,0,3,3,2,2,0,7.0,199.81,199.81,0,0,1,0,0,0,0,1,0,0,0
1558,24.0,1,1,14.0,1,4,4,1,6,0,3.0,224.89999999999998,56.224999999999994,0,0,1,0,0,1,0,0,0,0,0
1559,0.0,1,1,16.0,0,3,5,2,6,1,4.0,126.57,126.57,0,1,0,0,0,0,0,0,1,0,1
1560,14.0,1,3,12.0,0,3,1,2,4,1,0.0,235.91000000000003,117.95500000000001,0,0,1,0,0,1,0,0,0,0,0
1561,0.0,0,3,32.0,0,4,5,2,6,0,1.0,166.96,166.96,0,0,0,1,0,0,0,1,0,0,1
1562,10.0,1,1,6.0,1,3,3,2,1,0,5.0,120.58000000000001,120.58000000000001,0,1,0,0,0,0,0,0,1,0,1
1563,18.0,0,3,12.0,0,4,1,2,7,0,8.0,188.65,15.720833333333333,1,0,0,0,0,1,0,0,0,0,0
1564,27.0,1,3,9.0,0,3,5,1,3,0,5.0,159.4,159.4,0,0,0,1,0,0,0,1,0,0,0
1565,9.0,1,1,11.0,1,3,4,2,9,0,7.0,159.14,53.04666666666666,0,0,1,0,0,0,0,1,0,0,0
1566,6.0,1,1,16.0,0,4,4,1,7,0,1.0,126.22,126.22,1,0,0,0,0,0,0,0,1,0,0
1567,10.0,0,1,17.0,1,3,1,1,2,1,3.0,221.85000000000002,221.85000000000002,0,0,0,0,1,1,0,0,0,0,0
1568,11.0,1,3,9.0,1,3,3,1,1,0,13.0,206.08999999999997,41.217999999999996,0,0,1,0,0,1,0,0,0,0,0
1569,4.0,0,1,6.0,1,5,3,1,1,0,4.0,143.45,143.45,1,0,0,0,0,0,0,1,0,0,0
1570,10.0,1,1,9.0,1,4,1,1,4,0,0.0,121.77000000000001,121.77000000000001,0,0,1,0,0,0,0,0,1,0,0
1571,10.0,0,3,10.0,1,3,1,1,5,0,8.0,127.93,25.586000000000002,0,0,0,1,0,0,0,0,1,0,0
1572,2.0,0,3,6.0,0,3,1,1,2,0,1.0,179.18,44.795,1,0,0,0,0,1,0,0,0,0,0
1573,8.0,0,3,6.0,0,3,3,2,2,0,8.0,187.89,187.89,0,0,0,1,0,1,0,0,0,0,0
1574,0.0,1,1,16.0,1,4,1,2,2,1,1.0,123.88999999999999,123.88999999999999,1,0,0,0,0,0,0,0,1,0,1
1575,25.0,1,1,8.0,0,4,1,2,8,0,2.0,132.12,66.06,0,0,1,0,0,0,0,0,1,0,0
1576,15.0,1,1,10.0,1,3,1,1,2,0,15.0,292.32,26.574545454545454,0,1,0,0,0,0,0,0,0,1,0
1577,10.0,1,2,12.0,1,3,3,1,9,0,2.0,122.66999999999999,61.334999999999994,1,0,0,0,0,0,0,0,1,0,0
1578,23.0,1,3,6.0,0,3,1,1,4,0,6.0,295.17,295.17,1,0,0,0,0,0,0,0,0,1,0
1579,0.0,1,1,16.0,1,3,1,1,6,1,4.0,124.36000000000001,124.36000000000001,1,0,0,0,0,0,0,0,1,0,1
1580,16.0,1,3,22.0,0,3,1,1,6,1,9.0,260.64,130.32,0,0,0,1,0,0,1,0,0,0,0
1581,0.0,1,1,8.0,0,3,5,1,8,0,7.0,127.07,127.07,0,0,1,0,0,0,0,0,1,0,1
1582,25.0,0,3,8.0,1,4,3,2,2,1,12.0,290.68,19.378666666666668,0,0,1,0,0,0,0,0,0,1,0
1583,5.0,1,3,10.0,0,3,4,1,3,0,2.0,139.31,139.31,0,0,1,0,0,0,0,0,1,0,0
1584,0.0,1,1,6.0,1,4,3,2,1,1,2.0,137.3,137.3,0,0,1,0,0,0,0,0,1,0,1
1585,10.0,1,1,6.0,0,3,3,1,8,0,2.0,122.32,122.32,1,0,0,0,0,0,0,0,1,0,0
1586,5.0,0,3,32.0,1,3,1,1,1,0,2.0,144.65,72.325,0,0,0,1,0,0,0,1,0,0,0
1587,14.0,1,1,25.0,1,3,5,1,3,0,0.0,130.72,130.72,0,0,1,0,0,0,0,1,0,0,0
1588,13.0,1,1,30.0,1,3,1,1,2,0,7.0,133.19,33.2975,0,1,0,0,0,0,0,1,0,0,0
1589,18.0,1,1,6.0,1,1,1,1,1,0,7.0,292.02,292.02,0,0,0,0,1,0,0,0,0,1,0
1590,4.0,0,1,9.0,1,3,3,1,10,0,2.0,236.75,118.375,1,0,0,0,0,1,0,0,0,0,0
1591,6.0,1,1,11.0,0,4,1,1,2,0,2.0,129.11,129.11,0,0,1,0,0,0,0,0,1,0,0
1592,7.0,1,1,8.0,1,4,5,1,7,0,9.0,159.57,31.913999999999998,0,0,1,0,0,0,0,1,0,0,0
1593,10.0,1,1,6.0,0,4,5,1,3,0,2.0,139.2,139.2,1,0,0,0,0,0,0,0,1,0,0
1594,18.0,0,1,13.0,1,1,3,1,5,0,2.0,164.34,164.34,0,0,1,0,0,0,0,1,0,0,0
1595,0.0,0,1,16.0,1,3,3,1,7,0,0.0,200.48,200.48,1,0,0,0,0,1,0,0,0,0,1
1596,12.0,0,1,8.0,0,3,3,2,1,0,3.0,209.38,19.034545454545455,0,1,0,0,0,1,0,0,0,0,0
1597,2.0,1,1,16.0,1,3,1,2,2,0,5.0,123.4,123.4,0,0,1,0,0,0,0,0,1,0,0
1598,15.0,1,1,23.0,0,1,5,2,4,1,2.0,165.45,165.45,0,0,1,0,0,0,0,1,0,0,0
1599,2.0,1,3,26.0,1,3,1,1,3,0,2.0,169.31,169.31,0,0,0,1,0,0,0,1,0,0,0
1600,0.0,1,1,6.0,0,3,3,1,1,0,2.0,148.98,148.98,0,0,1,0,0,0,0,1,0,0,0
1601,15.0,1,1,16.0,0,4,5,1,1,1,8.0,125.93,17.990000000000002,1,0,0,0,0,0,0,0,1,0,0
1602,13.0,1,1,8.0,1,3,3,1,1,0,9.0,294.36,98.12,1,0,0,0,0,0,0,0,0,1,0
1603,24.0,1,1,6.0,1,3,1,1,2,0,0.0,127.22999999999999,127.22999999999999,0,0,1,0,0,0,0,0,1,0,0
1604,0.0,0,1,35.0,1,4,4,2,1,0,4.0,134.79,134.79,1,0,0,0,0,0,0,0,1,0,1
1605,5.0,0,1,13.0,1,1,4,1,2,0,3.0,127.94,127.94,0,0,1,0,0,0,0,0,1,0,0
1606,11.0,0,3,8.0,1,4,1,1,4,0,5.0,152.49,21.784285714285716,0,0,1,0,0,0,0,1,0,0,0
1607,10.0,1,1,8.0,1,4,5,2,5,0,4.0,121.75999999999999,121.75999999999999,0,1,0,0,0,0,0,1,0,0,0
1608,19.0,1,3,8.0,0,5,4,1,4,1,7.0,268.72,38.38857142857143,0,1,0,0,0,0,1,0,0,0,0
1609,0.0,1,1,8.0,1,3,3,2,3,0,0.0,134.85,134.85,0,0,1,0,0,0,0,0,1,0,1
1610,2.0,1,3,8.0,1,4,4,1,3,0,0.0,166.44,166.44,1,0,0,0,0,0,0,1,0,0,0
1611,4.0,1,1,29.0,1,4,1,1,1,0,8.0,155.82,22.259999999999998,1,0,0,0,0,0,0,1,0,0,0
1612,0.0,0,1,11.0,1,1,5,1,2,0,5.0,140.0,140.0,0,0,1,0,0,0,0,1,0,0,0
1613,18.0,1,1,26.0,1,3,1,1,1,1,10.0,234.95999999999998,117.47999999999999,1,0,0,0,0,0,1,0,0,0,0
1614,9.0,1,1,12.0,1,3,1,1,1,0,11.0,132.1,13.209999999999999,0,0,1,0,0,0,0,0,1,0,0
1615,28.0,1,1,6.0,1,3,5,2,1,1,13.0,290.45,72.6125,1,0,0,0,0,0,0,0,0,1,0
1616,10.0,0,1,35.0,1,3,4,1,2,1,3.0,218.49,24.276666666666667,0,0,1,0,0,1,0,0,0,0,1
1617,10.0,1,1,15.0,1,3,1,1,2,0,4.0,120.69999999999999,120.69999999999999,1,0,0,0,0,0,0,0,1,0,0
1618,10.0,1,3,12.0,1,3,1,1,5,0,1.0,165.02,165.02,1,0,0,0,0,0,0,1,0,0,0
1619,0.0,1,1,9.0,1,4,3,2,2,0,0.0,132.3,132.3,1,0,0,0,0,0,0,0,1,0,0
1620,10.0,0,1,6.0,0,3,1,1,3,1,2.0,236.02999999999997,118.01499999999999,1,0,0,0,0,1,0,0,0,0,0
1621,8.0,1,1,28.0,0,1,4,1,8,0,3.0,219.95999999999998,36.66,0,0,1,0,0,1,0,0,0,0,0
1622,11.0,1,3,13.0,0,1,5,1,2,1,7.0,156.05,22.292857142857144,1,0,0,0,0,0,0,1,0,0,0
1623,0.0,0,1,6.0,0,3,4,1,2,0,4.0,163.97,163.97,0,0,1,0,0,0,0,1,0,0,0
1624,23.0,1,1,10.0,1,3,4,1,4,0,6.0,291.44,291.44,0,0,1,0,0,0,0,0,0,1,0
1625,26.0,1,1,9.0,1,3,3,1,4,1,3.0,275.84,275.84,1,0,0,0,0,0,1,0,0,0,0
1626,15.0,1,3,6.0,1,3,3,1,2,0,6.0,149.07,13.55181818181818,0,0,1,0,0,0,0,1,0,0,0
1627,2.0,0,3,8.0,1,3,1,2,2,0,9.0,145.54,145.54,0,0,1,0,0,0,0,1,0,0,0
1628,28.0,1,1,26.0,1,3,1,1,4,1,8.0,154.15,154.15,0,1,0,0,0,0,0,1,0,0,0
1629,0.0,0,1,17.0,1,3,5,1,2,1,3.0,147.41,49.13666666666666,1,0,0,0,0,0,0,1,0,0,0
1630,10.0,1,1,6.0,0,3,1,2,2,0,7.0,121.15,24.23,0,0,1,0,0,0,0,0,1,0,0
1631,7.0,0,1,30.0,1,3,3,1,4,1,0.0,131.61,131.61,0,0,1,0,0,0,0,0,1,0,1
1632,11.0,1,1,29.0,1,3,1,1,10,0,2.0,157.45,157.45,0,0,1,0,0,0,0,1,0,0,0
1633,0.0,1,1,16.0,1,3,4,1,3,1,2.0,123.72999999999999,123.72999999999999,1,0,0,0,0,0,0,0,1,0,1
1634,1.0,1,1,14.0,0,3,1,2,2,0,2.0,133.1,133.1,0,0,1,0,0,0,0,0,1,0,0
1635,22.0,0,1,16.0,0,3,5,2,10,1,2.0,286.65,286.65,0,0,1,0,0,0,0,0,0,1,0
1636,9.0,1,1,9.0,1,3,4,2,5,0,7.0,144.85,20.692857142857143,0,1,0,0,0,0,0,1,0,0,0
1637,4.0,0,3,11.0,0,3,4,1,2,0,2.0,127.88999999999999,63.94499999999999,0,0,0,1,0,0,0,0,1,0,0
1638,0.0,1,3,10.0,1,4,1,2,2,1,4.0,158.28,22.611428571428572,0,0,0,1,0,0,0,1,0,0,1
1639,10.0,0,1,16.0,1,3,1,1,2,1,2.0,123.25999999999999,123.25999999999999,1,0,0,0,0,0,0,0,1,0,0
1640,15.0,0,3,32.0,0,3,4,1,6,0,8.0,235.25,117.625,0,0,0,1,0,0,1,0,0,0,0
1641,10.0,1,1,9.0,1,3,3,2,2,0,0.0,116.00999999999999,116.00999999999999,0,0,1,0,0,0,0,0,1,0,1
1642,8.0,1,3,22.0,1,3,4,1,1,0,9.0,180.2,30.03333333333333,0,0,0,1,0,1,0,0,0,0,0
1643,9.0,0,1,24.0,1,1,1,1,5,0,0.0,136.88,136.88,0,0,1,0,0,0,0,0,1,0,0
1644,24.0,1,1,8.0,1,5,4,1,6,0,2.0,154.82,154.82,1,0,0,0,0,0,0,1,0,0,0
1645,14.0,1,3,8.0,1,3,4,2,2,0,4.0,260.15,130.075,0,0,1,0,0,0,1,0,0,0,0
1646,10.0,1,3,16.0,0,4,3,2,2,0,0.0,116.00999999999999,116.00999999999999,1,0,0,0,0,0,0,0,1,0,0
1647,1.0,1,1,22.0,1,1,5,2,1,0,7.0,156.61,156.61,1,0,0,0,0,0,0,1,0,0,0
1648,4.0,1,3,13.0,1,1,1,1,5,0,7.0,169.29,24.184285714285714,0,1,0,0,0,0,0,1,0,0,0
1649,12.0,1,1,6.0,1,1,1,1,1,0,7.0,196.13,65.37666666666667,1,0,0,0,0,1,0,0,0,0,0
1650,9.0,0,1,30.0,0,3,4,1,8,0,8.0,156.74,156.74,0,0,1,0,0,0,0,1,0,0,0
1651,5.0,1,3,13.0,1,4,3,1,2,0,8.0,154.84,38.71,0,0,1,0,0,0,0,1,0,0,0
1652,11.0,1,1,31.0,0,4,4,1,4,0,3.0,220.61,220.61,0,0,1,0,0,1,0,0,0,0,0
1653,30.0,0,1,6.0,1,5,3,1,3,1,2.0,156.6,156.6,0,0,1,0,0,0,0,1,0,0,0
1654,4.0,1,1,11.0,1,3,1,1,1,1,3.0,148.21,148.21,0,1,0,0,0,0,0,0,1,0,0
1655,4.0,1,2,8.0,1,4,5,1,4,0,0.0,164.1,164.1,0,0,0,0,1,0,0,1,0,0,0
1656,18.0,0,1,13.0,1,3,5,1,2,0,11.0,152.1,16.9,0,0,1,0,0,1,0,0,0,0,0
1657,4.0,1,1,8.0,1,3,1,1,1,1,2.0,126.94999999999999,63.474999999999994,0,0,1,0,0,0,0,0,1,0,0
1658,6.0,0,1,11.0,0,3,4,1,7,0,3.0,218.77999999999997,27.347499999999997,0,0,1,0,0,1,0,0,0,0,0
1659,0.0,1,1,16.0,1,3,5,1,2,1,10.0,270.68,24.60727272727273,1,0,0,0,0,0,1,0,0,0,0
1660,16.0,0,1,16.0,0,3,1,2,1,0,7.0,124.55000000000001,124.55000000000001,0,0,1,0,0,0,0,0,1,0,0
1661,22.0,1,1,6.0,0,4,3,2,8,1,7.0,239.64,119.82,0,1,0,0,0,0,1,0,0,0,0
1662,15.0,1,1,14.0,1,4,4,1,3,0,7.0,149.41,21.344285714285714,1,0,0,0,0,0,0,1,0,0,1
1663,0.0,1,1,16.0,0,3,4,2,2,1,2.0,124.78,124.78,0,0,1,0,0,0,0,0,1,0,0
1664,5.0,1,3,14.0,0,4,4,1,2,1,9.0,152.28,13.843636363636364,0,1,0,0,0,0,0,1,0,0,0
1665,0.0,1,3,8.0,1,3,3,2,2,1,4.0,144.78,144.78,0,0,1,0,0,0,0,1,0,0,0
1666,4.0,1,3,13.0,1,3,1,1,5,0,7.0,175.47,175.47,0,0,0,1,0,0,0,1,0,0,0
1667,5.0,1,1,8.0,0,1,1,2,8,0,7.0,150.55,150.55,1,0,0,0,0,0,0,1,0,0,0
1668,0.0,1,1,8.0,1,5,1,1,6,1,2.0,134.64,67.32,1,0,0,0,0,0,0,0,1,0,1
1669,3.0,1,1,34.0,0,3,1,1,2,0,9.0,157.75,157.75,1,0,0,0,0,0,0,1,0,0,0
1670,4.0,0,1,13.0,0,4,3,1,2,0,9.0,189.43,23.67875,0,0,1,0,0,1,0,0,0,0,0
1671,12.0,0,1,13.0,1,4,1,1,2,0,3.0,292.72,22.516923076923078,1,0,0,0,0,0,0,0,0,1,0
1672,2.0,1,3,9.0,0,3,3,1,5,1,0.0,152.38,152.38,1,0,0,0,0,0,0,1,0,0,1
1673,6.0,0,3,16.0,1,4,1,2,4,0,1.0,146.82,146.82,0,0,0,1,0,0,0,1,0,0,0
1674,20.0,1,1,11.0,1,3,3,1,5,0,1.0,283.0,283.0,0,0,1,0,0,0,0,0,0,1,0
1675,16.0,0,1,16.0,0,4,3,1,2,0,0.0,152.57,152.57,0,0,1,0,0,0,0,1,0,0,0
1676,0.0,0,3,6.0,1,3,4,1,1,1,4.0,163.49,163.49,0,0,0,1,0,0,0,1,0,0,0
1677,27.0,0,1,26.0,0,3,3,2,4,0,3.0,148.69,148.69,0,0,1,0,0,0,0,1,0,0,0
1678,16.0,1,1,13.0,0,3,5,1,9,0,0.0,199.85,199.85,0,0,1,0,0,1,0,0,0,0,0
1679,18.0,1,1,14.0,1,3,1,1,10,0,8.0,136.97,15.21888888888889,0,0,0,0,1,0,0,1,0,0,0
1680,13.0,1,3,6.0,1,5,1,1,3,1,2.0,174.57,174.57,1,0,0,0,0,0,0,1,0,0,0
1681,10.0,1,1,14.0,1,5,5,1,2,1,7.0,121.19,121.19,0,0,0,0,1,0,0,0,1,0,1
1682,2.0,1,1,15.0,1,4,1,2,1,0,2.0,139.83,69.915,0,0,0,0,1,0,0,0,1,0,0
1683,3.0,1,3,11.0,0,4,3,1,2,0,2.0,161.18,161.18,0,0,0,1,0,0,0,1,0,0,0
1684,0.0,1,3,14.0,0,3,4,1,2,0,7.0,162.14,162.14,0,0,0,1,0,0,0,1,0,0,0
1685,10.0,1,1,11.0,1,3,1,1,8,0,4.0,163.47,163.47,1,0,0,0,0,0,0,1,0,0,0
1686,11.0,1,1,21.0,1,4,1,1,1,1,3.0,215.10000000000002,107.55000000000001,0,0,1,0,0,1,0,0,0,0,0
1687,4.0,1,1,13.0,0,3,1,2,2,1,10.0,171.43,42.8575,1,0,0,0,0,1,0,0,0,0,0
1688,2.0,1,3,16.0,0,4,4,1,2,1,7.0,182.68,182.68,0,0,0,1,0,0,0,1,0,0,0
1689,8.0,1,1,11.0,1,3,4,2,1,0,13.0,180.95,180.95,0,1,0,0,0,1,0,0,0,0,0
1690,0.0,1,1,32.0,1,3,1,1,2,0,2.0,129.04,129.04,0,0,1,0,0,0,0,0,1,0,0
1691,14.0,1,1,12.0,1,4,4,2,7,1,2.0,160.32,160.32,1,0,0,0,0,0,0,1,0,0,0
1692,20.0,0,3,10.0,1,3,3,2,4,0,0.0,129.76,129.76,1,0,0,0,0,0,0,1,0,0,0
1693,15.0,1,1,29.0,0,3,1,2,3,0,0.0,259.92,129.96,0,0,1,0,0,0,1,0,0,0,0
1694,2.0,0,3,8.0,1,3,3,1,2,0,2.0,146.49,146.49,0,0,1,0,0,0,0,1,0,0,0
1695,15.0,1,2,8.0,1,3,3,1,1,1,0.0,126.96000000000001,126.96000000000001,0,1,0,0,0,0,0,0,1,0,0
1696,5.0,1,1,16.0,0,3,4,1,2,0,7.0,123.69999999999999,123.69999999999999,1,0,0,0,0,0,0,0,1,0,0
1697,21.0,1,3,35.0,0,3,3,1,4,0,3.0,225.04000000000002,225.04000000000002,1,0,0,0,0,1,0,0,0,0,0
1698,10.0,1,1,12.0,1,1,5,1,5,1,7.0,159.74,26.623333333333335,1,0,0,0,0,0,0,1,0,0,0
1699,3.0,0,3,31.0,0,3,3,1,8,1,2.0,147.36,73.68,0,1,0,0,0,0,0,1,0,0,0
1700,0.0,1,3,6.0,1,3,3,1,2,0,7.0,152.96,21.851428571428574,0,0,1,0,0,0,0,1,0,0,0
1701,15.0,1,1,8.0,1,4,1,2,4,0,0.0,167.81,167.81,0,0,0,0,1,0,0,1,0,0,0
1702,10.0,0,3,6.0,0,4,4,2,2,1,2.0,121.74000000000001,121.74000000000001,0,1,0,0,0,0,0,0,1,0,1
1703,9.0,0,3,6.0,0,3,1,2,5,0,0.0,166.53,166.53,1,0,0,0,0,0,0,1,0,0,0
1704,9.0,0,3,9.0,1,4,1,1,5,0,12.0,196.99,196.99,1,0,0,0,0,1,0,0,0,0,0
1705,30.0,1,1,6.0,1,3,3,1,3,0,2.0,167.55,167.55,1,0,0,0,0,0,0,1,0,0,0
1706,10.0,1,1,16.0,0,1,3,1,4,1,7.0,122.13,122.13,0,0,1,0,0,0,0,0,1,0,0
1707,0.0,0,3,16.0,1,3,1,2,2,0,2.0,126.1,63.05,1,0,0,0,0,0,0,0,1,0,0
1708,0.0,1,3,11.0,0,3,3,2,2,1,0.0,128.51,128.51,0,0,0,1,0,0,0,0,1,0,1
1709,10.0,1,1,16.0,0,3,5,1,7,0,3.0,134.52,134.52,1,0,0,0,0,0,0,0,1,0,0
1710,19.0,0,1,13.0,0,3,3,1,3,0,0.0,152.58,152.58,1,0,0,0,0,0,0,1,0,0,0
1711,4.0,0,3,10.0,1,3,4,2,2,0,7.0,193.55,27.650000000000002,0,0,0,1,0,0,0,1,0,0,1
1712,23.0,1,1,16.0,1,4,1,2,7,0,3.0,204.96,204.96,0,1,0,0,0,1,0,0,0,0,0
1713,3.0,1,3,28.0,1,4,3,1,3,1,0.0,163.8,163.8,0,0,0,1,0,0,0,1,0,0,1
1714,4.0,1,1,16.0,1,4,4,2,1,1,2.0,126.57,63.285,0,0,1,0,0,0,0,0,1,0,0
1715,0.0,1,3,18.0,0,1,4,2,2,0,0.0,127.16,127.16,0,0,1,0,0,0,0,0,1,0,1
1716,10.0,1,1,29.0,1,3,1,2,10,0,2.0,122.00999999999999,122.00999999999999,0,0,1,0,0,0,0,0,1,0,0
1717,8.0,1,1,15.0,1,4,4,2,10,0,0.0,165.4,165.4,0,0,1,0,0,0,0,1,0,0,0
1718,0.0,1,1,6.0,1,3,4,1,2,0,4.0,138.16,138.16,1,0,0,0,0,0,0,0,1,0,0
1719,1.0,1,3,15.0,1,3,1,2,2,0,7.0,152.53,152.53,0,0,1,0,0,0,0,1,0,0,0
1720,22.0,1,1,13.0,1,4,3,2,9,0,3.0,209.64999999999998,209.64999999999998,0,0,0,0,1,1,0,0,0,0,0
1721,24.0,1,3,20.0,0,3,1,1,5,0,7.0,149.36,149.36,0,0,1,0,0,0,0,1,0,0,0
1722,9.0,1,1,16.0,0,3,3,1,5,0,2.0,125.43,62.715,0,0,1,0,0,0,0,0,1,0,0
1723,0.0,0,3,25.0,1,1,1,2,9,1,4.0,153.04,153.04,0,0,0,1,0,0,0,1,0,0,1
1724,28.0,1,1,8.0,0,3,1,2,3,1,2.0,266.59,266.59,0,0,1,0,0,0,1,0,0,0,0
1725,0.0,1,3,16.0,0,3,3,1,2,1,3.0,142.6,142.6,0,0,0,1,0,0,0,1,0,0,0
1726,3.0,1,3,16.0,1,3,4,1,2,0,0.0,124.75999999999999,124.75999999999999,0,1,0,0,0,0,0,0,1,0,0
1727,0.0,0,1,9.0,1,3,5,2,1,0,4.0,131.02,131.02,0,1,0,0,0,0,0,0,1,0,1
1728,10.0,1,1,17.0,0,3,4,1,2,0,2.0,122.44,122.44,1,0,0,0,0,0,0,0,1,0,0
1729,9.0,1,3,8.0,1,4,3,1,2,0,0.0,175.96,19.551111111111112,1,0,0,0,0,1,0,0,0,0,0
1730,10.0,0,1,10.0,1,3,1,2,10,1,0.0,122.85,122.85,0,1,0,0,0,0,0,0,1,0,1
1731,10.0,1,1,20.0,0,3,5,1,2,0,15.0,130.34,10.861666666666666,0,0,1,0,0,0,0,0,1,0,0
1732,13.0,1,3,8.0,0,3,4,1,8,0,3.0,157.15,157.15,0,0,0,1,0,0,0,1,0,0,0
1733,15.0,1,1,16.0,0,3,5,1,4,0,2.0,125.75999999999999,125.75999999999999,0,0,1,0,0,0,0,0,1,0,0
1734,10.0,1,1,16.0,1,3,4,2,3,1,1.0,141.97,141.97,0,0,1,0,0,0,0,1,0,0,0
1735,16.0,1,1,18.0,1,4,4,1,2,0,9.0,243.36,121.68,0,0,1,0,0,0,1,0,0,0,0
1736,13.0,1,1,8.0,0,4,3,1,7,0,0.0,134.48,134.48,1,0,0,0,0,0,0,1,0,0,0
1737,27.0,1,1,11.0,1,3,5,1,5,0,2.0,294.06,294.06,1,0,0,0,0,0,0,0,0,1,0
1738,7.0,0,3,10.0,0,3,3,1,10,0,2.0,165.38,165.38,0,0,0,1,0,0,0,1,0,0,0
1739,4.0,1,1,13.0,0,3,5,1,2,0,12.0,143.06,47.68666666666667,1,0,0,0,0,0,0,1,0,0,0
1740,10.0,0,1,27.0,1,3,1,1,8,0,2.0,122.58000000000001,122.58000000000001,1,0,0,0,0,0,0,0,1,0,0
1741,16.0,1,1,14.0,0,3,3,1,5,1,2.0,145.22,145.22,0,0,0,0,1,0,0,1,0,0,0
1742,0.0,1,3,10.0,0,4,1,2,2,1,3.0,144.87,144.87,0,0,1,0,0,0,0,1,0,0,0
1743,10.0,0,1,31.0,0,3,3,1,4,1,7.0,144.49,14.449000000000002,1,0,0,0,0,0,0,1,0,0,0
1744,10.0,1,1,6.0,1,4,5,1,2,0,2.0,122.18,40.72666666666667,0,0,1,0,0,0,0,0,1,0,0
1745,12.0,0,1,6.0,1,3,3,1,2,1,6.0,291.97,291.97,0,0,1,0,0,0,0,0,0,1,0
1746,29.0,0,3,12.0,0,1,5,1,10,0,7.0,232.12,116.06,0,0,1,0,0,0,1,0,0,0,0
1747,3.0,1,3,18.0,0,3,3,2,1,0,4.0,165.77,41.4425,0,1,0,0,0,0,0,1,0,0,0
1748,14.0,1,3,6.0,1,1,5,1,2,0,7.0,183.92,183.92,0,0,0,1,0,1,0,0,0,0,0
1749,1.0,1,1,23.0,1,3,5,1,2,0,8.0,145.58,145.58,1,0,0,0,0,0,0,1,0,0,0
1750,0.0,1,1,9.0,1,3,5,1,6,0,2.0,140.31,140.31,1,0,0,0,0,0,0,0,1,0,1
1751,25.0,1,1,9.0,1,4,3,1,3,1,4.0,179.69,179.69,1,0,0,0,0,1,0,0,0,0,0
1752,18.0,1,1,16.0,1,3,1,1,4,0,2.0,126.53999999999999,126.53999999999999,0,0,1,0,0,0,0,0,1,0,0
1753,25.0,1,1,10.0,0,3,1,1,3,0,4.0,265.55,265.55,0,0,1,0,0,0,1,0,0,0,0
1754,15.0,0,1,35.0,0,3,3,1,3,0,2.0,145.56,145.56,0,0,1,0,0,0,0,1,0,0,0
1755,3.0,1,1,8.0,0,5,1,2,3,0,2.0,160.91,160.91,0,0,1,0,0,0,0,1,0,0,0
1756,30.0,1,1,13.0,0,3,5,1,6,0,10.0,295.66,26.87818181818182,0,0,1,0,0,0,0,0,0,1,0
1757,19.0,1,1,24.0,0,3,3,1,3,0,8.0,148.1,148.1,1,0,0,0,0,0,0,1,0,0,0
1758,15.0,0,1,34.0,0,4,1,1,1,0,4.0,145.23,145.23,0,1,0,0,0,0,0,1,0,0,0
1759,0.0,1,3,6.0,0,3,4,2,2,1,4.0,132.02,132.02,0,1,0,0,0,0,0,0,1,0,1
1760,0.0,0,3,16.0,0,5,3,1,1,0,0.0,123.50999999999999,123.50999999999999,0,0,0,1,0,0,0,0,1,0,1
1761,10.0,0,1,8.0,1,3,1,1,2,1,0.0,117.02000000000001,117.02000000000001,0,0,1,0,0,0,0,0,1,0,0
1762,13.0,1,3,8.0,0,3,3,1,1,0,12.0,280.41,280.41,0,0,1,0,0,0,0,0,0,1,0
